conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,Professor de Ciências Farmacêuticas/Professora de Ciências Farmacêuticas,released,Professora universitária de Ciências Farmacêuticas | Professor de Ciências Farmacêuticas | Professora de Ciências Farmacêuticas | Professora de Farmácia | Professor universitário de Ciências Farmacêuticas | Professor de Farmácia,"Os professores Ciências Farmacêuticas são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, as Ciências Farmacêuticas, que é predominantemente de natureza académica. Trabalham com os seus assistentes de investigação universitária e professores assistentes universitários na preparação de aulas e exames, na classificação de estudos e exames, na condução de práticas de laboratório e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no respetivo domínio das Ciências Farmacêuticas, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,químico analítico/química analítica,released,Química analítica | Cristalógrafo | Químico analítico | Cristalógrafa,"Os químicos analíticos estudam e descrevem composição química das substâncias. Além disso, retiram conclusões sobre o comportamento dessas substâncias em diferentes condições. Os químicos analíticos desempenham um papel importante no estudo da relação entre a química e o ambiente, os alimentos, os combustíveis e a medicina. Utilizam uma série de técnicas, como a eletrocromatografia, a cromatografia gasosa, a cromatografia líquida de alta eficiência e a espetroscopia.
	",http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,Químico/Química
Occupation,http://data.europa.eu/esco/occupation/57a12047-4f1e-40ed-add5-9736923f231b,Astrónomo/Astrónoma,released,Astrofísica | Astrónomo | Astrofísico | Astrónoma,"Os astrónomos investigam a formação, as estruturas, as propriedades e o desenvolvimento dos corpos celestes e da matéria interstelar. Utilizam equipamento terrestre e equipamento espacial para recolher dados sobre o espaço para fins de investigação.",http://data.europa.eu/esco/isco/C2111,Físicos e astrónomos
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,Professor de Física/Professora de Física,released,Professor de Física | Professora universitária de Física | Professor universitário de Física | Professora de Física,"Os professores de Física são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Física, que é predominantemente de natureza académica. Trabalham com os seus assistentes de investigação universitária e professores assistentes universitários na preparação de aulas e exames, na classificação de estudos e exames, na condução de práticas de laboratório e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no respetivo domínio da Física, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,Investigador em Ciências da Educação/Investigadora em Ciências da Educação,released,Investigadora em Ciências da Educação | Pedagoga | Investigador em Ciências da Educação | Pedagogo,"Os investigadores em Ciências da Educação realizam investigação no domínio da educação. Procuram alargar os conhecimentos sobre a forma como os processos de ensino, os sistemas educativos e os indivíduos (professores e alunos) trabalham. Preveem áreas de melhoria e elaboram planos para a implementação de inovações. Aconselham os legisladores e os decisores políticos sobre questões educativas e prestam assistência no planeamento das políticas educativas.",http://data.europa.eu/esco/isco/C2351,Especialistas em métodos de ensino
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,Assistente de investigação,released,Investigador auxiliar | Investigadora auxiliar,"Os assistentes de investigação universitária realizam investigação académica para a universidade ou estabelecimento de ensino superior em que trabalham. Podem prestar assistência aos professores a que estão afiliados, ao seu supervisor, na sua investigação ou desenvolver a sua própria investigação na área relacionada desse professor.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,Professor de Biologia/Professora de Biologia,released,Professor universitário de Biologia | Professora universitária de Biologia | Professor de Biologia | Professora de Biologia,"Os professores de Biologia são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Biologia, que é predominantemente de natureza académica. Trabalham com os seus assistentes de investigação universitária e professores assistentes universitários na preparação de aulas e exames, na classificação de estudos e exames, na condução de práticas de laboratório e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no respetivo domínio da Biologia, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,Professor de Ciências da Educação/Professora de Ciências da Educação,released,Professor de Ciências da Educação | Professor universitário de Ciências da Educação | Professora de Ciências da Educação | Professora universitária de Ciências da Educação,"Os professores de Ciências da Educação são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, as Ciências da Educação, que é predominantemente de natureza académica. Trabalham com os seus assistentes de investigação universitária e professores assistentes universitários na preparação de aulas e exames, na classificação de estudos e exames na realização de sessões de revisão e de feedback para os alunos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,Geneticista,released,Citologista | Biólogo molecular | Embriologista | Embrióloga | Geneticista celular | Embriólogo | Geneticista molecular | Bióloga molecular,"Os geneticistas estudam e centram a sua investigação na genética. Analisam a forma como os genes interagem, operam e herdam aspetos e características. Com base na sua investigação, prestam assistência a doentes com doenças e perturbações hereditárias, malformações congénitas e problemas genéticos em geral.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biólogo/Bióloga
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,Professor de Arte/Professora de Arte,released,Professor universitário de Arte | Professora universitária de Arte | Professora de Arte | Professor de Arte,"Os professores de Arte são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Arte, que é predominantemente de natureza académica. Trabalham com os seus assistentes de investigação universitária e professores assistentes universitários na preparação de aulas e exames, na classificação de estudos e exames na realização de sessões de revisão e de feedback para os alunos. Realizam também investigação académica no respetivo domínio da Arte, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária,released,Professora universitária | Professor universitário | Professor do ensino superior | Professora do ensino superior,"Os professores universitários instruem os alunos que obtiveram um diploma do ensino secundário no seu próprio domínio de estudos especializado, que tem um caráter predominantemente académico. Podem deter títulos profissionais como professor universitário ou professor catedrático. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames, na condução de práticas de laboratório e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio respetivo, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/isco/C2310,Professores dos ensinos universitário e superior
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,Bioinformático/Bioinformática,released,Bioinformática | Bioinformático,"Os bioinformáticos analisam os processos biológicos através de programas informáticos. Mantêm ou constroem bases de dados que contêm informações biológicas. Os bioinformáticos recolhem e analisam dados biológicos e podem também prestar assistência aos cientistas em vários domínios, incluindo a biotecnologia e a farmacêutica. Realizam investigação científica e análises estatísticas e divulgam as suas conclusões. Os bioinformáticos podem também recolher amostras de ADN, descobrir padrões de dados e realizar investigação genética.",http://data.europa.eu/esco/isco/C2131,"Biólogos, botânicos, zoólogos e especialistas similares"
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,Biólogo especialista em aquicultura/Bióloga especialista em aquicultura,released,Biólogo especialista em aquicultura | Biólogo especialista em aquacultura | Bióloga especialista em aquicultura | Bióloga especialista em aquacultura,"Os biólogos especialistas em aquicultura aplicam os conhecimentos adquiridos na investigação sobre os animais aquáticos e as plantas e as suas interações entre si e com o ambiente, a fim de melhorar a produção aquícola, prevenir problemas sanitários e ambientais e fornecer soluções, se necessário.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biólogo/Bióloga
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,Especialista em ciências da comunicação,released,,"Os especialistas em ciências da comunicação estudam os diferentes aspetos do planeamento, da recolha, da criação, da organização, da conservação, da utilização, da avaliação e da troca de informações através de comunicação verbal ou não verbal. Estudam as interações entre grupos, entre indivíduos e dos indivíduos com tecnologias (robôs).",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,Antropólogo/Antropóloga
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,Teólogo/Teóloga,released,Teólogo | Teóloga,"Os teólogos estudam conceitos relacionados com religiões, crenças e espiritualidade. Aplicam o princípio da racionalidade no exercício da moral e da ética através do estudo de escrituras, da religião, da disciplina e do direito divino.",http://data.europa.eu/esco/isco/C2636,Ministros de culto e membros de ordens religiosas
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,Bioquímico/Bioquímica,released,Bioquímico | Bioquímica,"Os bioquímicos estudam e realizam investigação sobre as reações causadas por produtos químicos nos organismos vivos. Tal inclui a realização de investigação para o desenvolvimento ou a melhoria de produtos de base química (por exemplo, medicamentos) destinados a melhorar a saúde dos organismos vivos e a compreender melhor as suas reações.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biólogo/Bióloga
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,Consultor de investigação em TIC/Consultora de investigação em TIC,released,Consultora de investigação em informática | Consultor de investigação em TIC | Consultor de investigação em informática | Consultor de investigação em tecnologias de informação e comunicação | Consultora de investigação em TIC | Consultora de investigação em tecnologias de informação e comunicação,"Os consultores de investigação em TIC realizam investigações direcionadas para o domínio das TIC e apresentam um relatório final ao cliente. Utilizam igualmente ferramentas de TIC para a conceção dos questionários destinados aos inquéritos, para a análise dos resultados, para a elaboração de relatórios, para a apresentação de resultados e para a formulação de recomendações com base nos resultados da investigação.",http://data.europa.eu/esco/isco/C2511,Analistas de sistemas
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,Médico generalista/Médica generalista,released,Médico generalista | Médica generalista,"Os médicos generalistas promovem a saúde, previnem e identificam problemas de saúde, diagnosticam e tratam doenças e promovem a recuperação de doenças físicas e mentais e de todas as espécies, independentemente da idade, do sexo ou do tipo de problema de saúde.",http://data.europa.eu/esco/isco/C2211,Médicos de clínica geral
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,Matemático/Matemática,released,Matemática | Matemático,"Os matemáticos estudam e aprofundam as teorias matemáticas, a fim de expandir o conhecimento e encontrar novos paradigmas no terreno. Podem aplicar esse conhecimento aos desafios colocados por projetos científicos e de engenharia, a fim de assegurar que as medições, as quantidades e as leis matemáticas comprovam a sua viabilidade.",http://data.europa.eu/esco/isco/C2120,"Matemáticos, actuários e estaticistas"
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,Diretor de investigação e desenvolvimento/Diretora de investigação e desenvolvimento,released,Diretora de investigação e desenvolvimento | Diretor de investigação e desenvolvimento,"Os diretores de investigação e desenvolvimento coordenam os esforços de cientistas, investigadores académicos, criadores de produtos e analistas de mercado no sentido da criação de novos produtos, da melhoria das atividades correntes ou de outras atividades de investigação, incluindo a investigação científica. Gerem e planificam atividades de investigação e desenvolvimento de uma organização, especificam objetivos e requisitos orçamentais e gerem o pessoal.",http://data.europa.eu/esco/isco/C1223,Directores de investigação e desenvolvimento
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,Engenheiro especialista em fotónica/Engenheira especialista em fotónica,released,Engenheira especialista em fotónica | Engenheiro especialista em fotónica,"Os engenheiros especialistas em fotónica ocupam-se da produção, do transporte, da transformação e da deteção de luz. Realizam atividades de investigação, conceção, montagem, ensaio e utilização de componentes ou sistemas fotónicos em vários campos de aplicações, desde as comunicações óticas até à instrumentação médica, ao processamento de material ou à tecnologia de deteção.",http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,Engenheiro ótico/Engenheira ótica
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,Engenheiro eletromecânico/Engenheira eletromecânica,released,Engenheiro elétrico | Engenheira elétrica | Engenheiro mecânico | Engenheiro eletromecânico | Engenheira eletromecânica | Engenheira mecânica,"Os engenheiros eletromecânicos concebem e desenvolvem equipamentos e máquinas que utilizam tanto a tecnologia elétrica como a tecnologia mecânica. Elaboram projetos e preparam documentos que especifiquem os materiais necessários, o processo de montagem e outras especificações técnicas. Os engenheiros eletromecânicos também testam e avaliam protótipos. Supervisionam o processo de fabrico.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,Engenheiro elétrico/Engenheira elétrica
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,Farmacêutico/Farmacêutica,released,Farmacêutico | Farmacêutica,"Os farmacêuticos preparam, dispensam e fornecem prescrições para medicamentos não sujeitos a receita medica. Fornecem informações clínicas sobre medicamentos, comunicam suspeitas de reações adversas e prestam apoio personalizado aos doentes. Os farmacêuticos formulam e testam medicamentos em laboratórios, e armazenam-nos, preservam-nos e distribuem-nos.",http://data.europa.eu/esco/isco/C2262,Farmacêuticos
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,Professor de Psicologia/Professora de Psicologia,released,Professora de Psicologia | Professor de Psicologia | Professora universitária de Psicologia | Professor universitário de Psicologia,"Os professores de Psicologia são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Psicologia, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Psicologia, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,Engenheiro de microsistemas/Engenheira de microsistemas,released,Engenheiro de microsistemas | Engenheira de microsistemas,"Os engenheiros de microssistemas investigam, concebem, desenvolvem e supervisionam a produção de sistemas microeletromecânicos (MEMS), que podem ser integrados em produtos mecânicos, óticos, acústicos e eletrónicos.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,Engenheiro eletrónico/Engenheira eletrónica
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,Físico/Física,released,Físico | Físico forense | Biofísico | Investigadora física | Física forense | Investigador físico | Física | Física nuclear | Petrofísica | Petrofísico | Físico nuclear | Biofísica,"Os físicos são os cientistas que estudam os fenómenos físicos. Concentram a sua investigação em função da sua especialização, que pode ir da física das partículas atómicas ao estudo dos fenómenos do universo. Aplicam as suas conclusões à melhoria da sociedade, contribuindo para o desenvolvimento do aprovisionamento energético, do tratamento de doenças, do desenvolvimento de jogos, de equipamento de ponta e de objetos de utilização diária.",http://data.europa.eu/esco/isco/C2111,Físicos e astrónomos
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,Paleontólogo/Paleontóloga,released,Micropaleontólogo | Micropaleontóloga | Icnólogo | Investigadora científica em paelontologia | Investigador científico em paelontologia | Paleontóloga | Icnóloga | Paleontólogo,"Os paleontólogos investigam e analisam formas de vida que existiam em antigas eras do planeta Terra. Procuram definir o percurso evolutivo e a interação com diferentes áreas geológicas de todos os tipos de organismos e plantas, pólen e esporos, animais invertebrados e vertebrados, seres humanos, vestígios como pegadas, e a ecologia e o clima.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,Geólogo/Geóloga
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,Mineralogista,released,,"Os mineralogistas estudam a composição, a estrutura e outros aspetos físicos da Terra. Analisam vários minerais e utilizam equipamento científico para determinar a sua estrutura e propriedades. O seu trabalho centra-se essencialmente na classificação e identificação de minerais, através da colheita de amostras e da realização de testes, análises e exames complementares.",http://data.europa.eu/esco/isco/C2114,Geólogos e geofísicos
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,Ecologista,released,,"Os ecologistas realizam avaliações da saúde e da distribuição de organismos, nomeadamente pessoas, plantas e animais, bem como da relação entre os organismos e o seu ambiente. Normalmente, os ecologistas têm um domínio de especialização, por exemplo ecologia de água doce, marinha, terrestre, da fauna e da flora, no âmbito da qual realizam investigação e tarefas relacionadas. ",http://data.europa.eu/esco/isco/C2133,Especialistas de protecção ambiental
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,Professor de Ciências Espaciais/Professora de Ciências Espaciais,released,Professora de Astrofísica | Professor de Astrofísica | Professor de Ciências Espaciais | Professora de Ciências Espaciais | Professor universitário de Ciências Espaciais | Professora universitária de Ciências Espaciais | Professor universitário de Astrofísica | Professora universitária de Astrofísica,"Os professores das Ciências Espaciais são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, as Ciências Espaciais, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio das Ciências Espaciais, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,Engenheiro especialista em microeletrónica/Engenheira especialista em microeletrónica,released,Engenheiro especialista em microeletrónica | Engenheira especialista em microeletrónica,"Os engenheiros especialistas em microeletrónica concebem, desenvolvem e supervisionam a produção de pequenos dispositivos e componentes eletrónicos, como microprocessadores e circuitos integrados.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,Engenheiro eletrónico/Engenheira eletrónica
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,Professor de serviço social/Professora de serviço social,released,Professor de Serviço Social | Professora especialista em Serviços Sociais,"Os professores de serviço social são profissionais que exercem funções duplas: por um lado, praticam a disciplina académica que presta serviços sociais, tais como aconselhamento, terapia ou defesa de direitos, a indivíduos ou grupos de pessoas; por outro, fazem parte do mundo académico ao prestarem formação profissional, participando também na investigação e no desenvolvimento de conhecimentos, contribuindo para soluções relativas a problemas sociais complexos e abordagens inovadoras para solucionar esses problemas. Ensinam os conhecimentos, as competências e os valores do serviço social para a preparação dos alunos para uma prática culturalmente competente do serviço social com populações e comunidades diversas.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,Engenheiro de hardware/Engenheira de hardware,released,Engenheira informática | Engenheira de hardware | Engenheiro informático | Engenheiro de hardware | Engenheiro de desenvolvimento de hardware,"Os engenheiros de hardware concebem e desenvolvem sistemas e componentes informáticos, tais como placas de circuito, modems e impressoras. Elaboram planos e linhas de montagem, desenvolvem e testam os protótipos e supervisionam o processo de produção.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,Engenheiro eletrónico/Engenheira eletrónica
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,Professor de Antropologia/Professora de Antropologia,released,Professora de Antropologia | Professora universitária de Antropologia | Professor universitário de Antropologia | Professor de Antropologia,"Os professores de Antropologia são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Antropologia, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Antropologia, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,Investigador em tanatologia/Investigadora em tanatologia,released,Investigador em tanatologia | Investigadora em tanatologia,"Os investigadores em tanatologia estudam a morte e os moribundos em vários domínios científicos, como a psicologia, a sociologia, a fisiologia e a antropologia. Contribuem para o desenvolvimento de conhecimentos sobre aspetos da morte, como os fenómenos psicológicos vividos pelos moribundos e pelos que os rodeiam.",http://data.europa.eu/esco/isco/C2632,"Sociólogos, antropólogos e especialistas similares"
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,Professor de Ciências da Nutrição e Alimentação/Professora de Ciências da Nutrição e Alimentação,released,Professora de Ciências da Nutrição e Alimentação | Professor universitário de Ciências da Nutrição e Alimentação | Professora universitária de Ciências da Nutrição e Alimentação | Professor de Ciências da Nutrição e Alimentação,"Os professores de Ciências da Nutrição e Alimentação são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, as Ciências da Nutrição e Alimentação, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio das Ciências da Nutrição e Alimentação, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,Economista,released,Econometrista,"Os economistas realizam atividades de investigação e desenvolvem teorias no domínio da economia, para efeitos de análise microeconómica ou macroeconómica. Estudam as tendências, analisam os dados estatísticos e, em certa medida, trabalham com modelos económicos matemáticos a fim de prestarem aconselhamento a empresas, governos e instituições conexas. Prestam aconselhamento sobre a viabilidade dos produtos, as previsões de tendências, os mercados emergentes, as políticas fiscais e as tendências dos consumidores.",http://data.europa.eu/esco/isco/C2631,Economistas
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,Professor de Literatura/Professora de Literatura,released,Professora de Literatura | Professor universitário de Literatura | Professor de Literatura | Professora universitária de Literatura,"Os professores de Literatura são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a Literatura, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da Literatura, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,Médico especialista/Médica especialista,released,Médica especialista | Médico especialista,"Os médicos especialistas previnem, diagnosticam e tratam doenças em função da sua especialidade médica ou cirúrgica.",http://data.europa.eu/esco/isco/C2212,Médicos especialistas
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,Professor de História/Professora de História,released,Professor de História | Professora universitária de História | Professor universitário de História | Professora de História,"Os professores de História são professores universitários ou docentes em geral que lecionam a alunos com um diploma do ensino secundário o seu próprio domínio de estudos especializado, a História, que é predominantemente de natureza académica. Trabalham com os seus assistentes académicos e de investigação na preparação de aulas e exames, na classificação de estudos e exames e na realização de sessões de informação e de feedback para os alunos. Realizam também investigação académica no seu domínio da História, publicam as suas conclusões e mantêm contactos com os seus colegas académicos.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Professor universitário/Professora universitária
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,Museólogo/Museóloga,released,Museólogo | Museóloga,"Os museólogos realizam e/ou gerem trabalhos curatoriais, preparatórios e administrativos em museus, jardins botânicos, galerias de arte, coleções relacionadas com belas-artes, aquários ou áreas similares. Gerem coleções de materiais naturais, históricos e antropológicos com finalidade educativa, científica ou estética.
	",http://data.europa.eu/esco/isco/C2621,Arquivistas e curadores de museus
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,Microbiologista,released,Microbióloga | Microbiólogo | Virulogista | Histologista | Bacterologista | Parasitologista,"Os microbiologistas estudam e investigam as formas, as características e os processos de vida de organismos microscópicos. Estudam microrganismos como bactérias, protozoários, fungos, etc., a fim de diagnosticar e neutralizar os efeitos que esses microrganismos podem ter nos animais, no ambiente, na indústria alimentar ou no setor da saúde.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biólogo/Bióloga
